Subconjunto,Numero,Nome,Email,PaisNacionalidade,ProgramaTutoria,TempoParcial,SituacaoPrescricao,Habilitacao,Curso,CursoNome,PrimeiraVezCurso,AnoLetivoMatricula,EstadoMatricula,TipoAcesso,Regime,AnoCurricular,ECTS_InscritosAnoAtual,IND2_1,ECTS_InscritoAnoAtualSemestre1,ECTS_FeitosAnoAtual,IND2_2,Propina_TotalEmDivida,IND2_3,BolsaSAS_DataCandidatura,BolsaSAS_EstadoBolsa,BolsaSAS_DataDespacho,BolsaSAS_ValorBolsa,IND2_4,IngressoRG_nota,IngressoRG_fase,IngressoRG_pref,IND2_5,NumUCinscritas,UC1_CodUC,UC1_Assiduidade,UC1_AvalParcial,UC2_CodUC,UC2_Assiduidade,UC2_AvalParcial,UC3_CodUC,UC3_Assiduidade,UC3_AvalParcial,UC4_CodUC,UC4_Assiduidade,UC4_AvalParcial,UC5_CodUC,UC5_Assiduidade,UC5_AvalParcial,UC6_CodUC,UC6_Assiduidade,UC6_AvalParcial,UC7_CodUC,UC7_Assiduidade,UC7_AvalParcial,UC8_CodUC,UC8_Assiduidade,UC8_AvalParcial
b1,7243,A7243,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,24,10,0,10,28/09/2015,Deferida,16/10/2015,3338,10,149.6,1,1,30,5,42604,35.71,,41201,7.14,,46814,100,,42611,100,,42602,0,,,,,,,,,,
b1,7244,A7244,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,6,30,354.47,,,,,,10,127,1,1,30,5,40333,92.31,,43257,78.57,,47171,79.49,,42729,80,,40331,68.97,,,,,,,,,,
b1,7245,A7245,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,48,10,0,10,02/09/2015,Deferida,26/10/2015,1495,10,143.8,1,1,10,5,40333,100,,43257,92.86,,47171,97.56,,42729,96.43,,40331,96.55,,,,,,,,,,
b1,7246,A7246,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,26,10,0,10,26/09/2015,Deferida,16/10/2015,1064,10,154.2,1,2,30,5,40333,51.72,,43257,35.71,,47171,41.46,,40331,57.14,,42729,71.43,,,,,,,,,,
b1,7247,A7247,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,43,C43,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,10,0,10,21/09/2015,Deferida,09/01/2016,1064,10,134.6,1,1,30,5,42607,96.43,,45104,57.14,,42602,96.43,,44319,96.55,,42611,96.67,,,,,,,,,,
b1,7248,A7248,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,35,C35,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,36,10,0,,,,,,10,153.8,1,1,30,5,47107,86.21,,47238,75,,42729,86.67,,43504,92.86,,47169,97.56,,,,,,,,,,
b1,7249,A7249,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,167.8,1,3,10,4,48139,100,,48138,92.31,,48137,95.83,,48140,96.67,,,,,,,,,,,,,
b1,7250,A7250,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,20/08/2015,Deferida,09/01/2016,2469,10,164.8,1,1,10,4,48139,100,,48138,94.87,,48137,95.83,,48140,96.67,,,,,,,,,,,,,
b1,7251,A7251,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,48,10,0,,,,,,10,151.6,1,2,30,5,40333,65.38,,43257,78.57,,47171,51.28,,42729,70,,40331,79.31,,,,,,,,,,
b1,7252,A7252,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,60,10,0,,,,,,10,157,1,2,30,5,40331,96.43,,40333,93.1,,43257,85.71,,47171,48.78,,42729,85.71,,,,,,,,,,
b1,7253,A7253,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,183.5,1,4,10,4,48137,100,,48140,93.33,,48138,100,,48139,100,,,,,,,,,,,,,
b1,7254,A7254,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Trabalhador Estudante,1,60,10,30,60,10,0,10,23/09/2015,Deferida,09/01/2016,4042,10,179.2,1,1,10,5,41201,100,,42607,96.55,,46814,100,,42611,100,,42602,100,,,,,,,,,,
b1,7255,A7255,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,24,54,10,0,,,,,,10,177.8,1,1,10,5,42607,89.66,,42611,92.59,,42602,96.3,,41201,97.67,,46814,100,,,,,,,,,,
b1,7256,A7256,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,32,10,0,,,,,,10,157,1,1,30,5,40331,100,,40333,100,,43257,78.57,,47171,95.24,,42729,96.3,,,,,,,,,,
b1,7257,A7257,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,8,10,0,,,,,,10,139.6,1,1,30,4,40333,92.86,,43257,86.21,,40338,92.31,,47166,50,,,,,,,,,,,,,
b1,7258,A7258,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,18,10,0,,,,,,10,156.2,1,1,30,5,42729,85.19,,47166,29.55,,40333,70.37,,43257,86.21,,40338,80.77,,,,,,,,,,
b1,7259,A7259,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,40,C40,VERDADEIRO,2015,ACTIVO,M23,Ordinário,1,60,10,30,60,10,0,,,,,,,,,,10,5,42611,96.43,,44243,100,,42602,95.83,,46843,100,,44540,100,,,,,,,,,,
b1,7260,A7260,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,0,30,1063.47,10,13/08/2015,Deferida,07/12/2015,2325,10,150,1,2,20,5,40331,46.43,,42729,43.33,,40333,3.85,,43257,-2,,47171,7.69,,,,,,,,,,
b1,7261,A7261,,PORTUGAL,Sim,Não,,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ANULADO,RG,Ordinário,1,0,,0,0,10,0,,,,,,10,171.5,1,4,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,7262,A7262,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,48,10,0,,,,,,10,179.6,1,1,30,5,40333,81.48,,43257,90,,40338,88.46,,42729,88.89,,47166,61.36,,,,,,,,,,
b1,7263,A7263,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,171.5,1,6,10,4,48137,96.3,,48140,96.67,,48138,97.62,,48139,100,,,,,,,,,,,,,
b1,7264,A7264,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,30,10,0,30,21/09/2015,Indeferida,02/11/2015,,10,144,1,2,30,5,41201,62.79,,42611,48.15,,42602,33.33,,46844,69.57,,42607,20.69,,,,,,,,,,
b1,7265,A7265,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,41,C41,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,164.6,1,1,30,5,44314,100,,46843,86.21,,45104,60,,44243,96.55,,42602,100,,,,,,,,,,
b1,7266,A7266,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,41,C41,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,10,11/09/2015,Deferida,17/12/2015,3468,10,133,1,1,30,5,42602,100,,44408,75.86,,42607,89.66,,44314,100,,45104,46.67,,,,,,,,,,
b1,7267,A7267,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,36,C36,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,30,10,0,,,,,,10,156.8,1,2,10,5,47223,100,,42729,93.33,,42883,100,,47041,94.12,,43517,97.56,,,,,,,,,,
b1,7268,A7268,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,42,C42,VERDADEIRO,2015,ACTIVO,M23,Ordinário,1,60,10,30,48,10,0,10,27/09/2015,Deferida,29/01/2016,1064,,,,,10,5,43346,100,,47216,96.15,,40577,100,,47215,92.86,,47015,90,,,,,,,,,,
b1,7269,A7269,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,54,10,0,,,,,,10,149.8,1,3,30,5,40333,69.23,,43257,85.71,,47171,61.54,,42729,80,,40331,79.31,,,,,,,,,,
b1,7270,A7270,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,32,10,0,10,11/08/2015,Deferida,03/10/2015,1157,10,144.8,1,1,30,5,42729,74.07,,40331,100,,47171,85.71,,40333,96.55,,43257,82.14,,,,,,,,,,
b1,7271,A7271,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,43,C43,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,36,10,0,10,30/09/2015,Deferida,07/12/2015,2838,10,131,1,2,30,5,42611,86.67,,44319,89.66,,42604,75.86,,45104,50,,46843,82.14,,,,,,,,,,
b1,7272,A7272,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,41,C41,VERDADEIRO,2015,ACTIVO,TRA,Ordinário,1,54,10,24,54,10,0,,,,,,,,,,30,5,42602,100,,44408,68.97,,42607,79.31,,44314,100,,45104,60,,,,,,,,,,
b1,7273,A7273,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,0,10,0,,,,,,10,139.4,1,3,30,5,40338,73.08,,40333,85.71,,43257,82.14,,42729,73.33,,47166,2.38,,,,,,,,,,
b1,7274,A7274,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,8,10,0,,,,,,30,119,1,2,30,5,40331,65.52,,47171,4.76,,42729,33.33,,40333,70,,43257,89.29,,,,,,,,,,
b1,7275,A7275,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,49,C49,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,42,10,0,10,10/09/2015,Deferida,23/11/2015,3376,10,153.3,1,1,30,5,47169,92.68,,47107,96.55,,42729,10,,43504,92.86,,47238,85.71,,,,,,,,,,
b1,7276,A7276,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,8,10,0,,,,,,30,111.2,1,1,30,5,42729,76.67,,40331,86.21,,40333,82.76,,43257,71.43,,47171,57.14,,,,,,,,,,
b1,7277,A7277,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,TIT,Ordinário,1,52,10,24,48,10,0,,,,,,,,,,10,4,42604,96.43,,46844,100,,42602,92.86,,42611,100,,,,,,,,,,,,,
b1,7278,A7278,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,49,C49,VERDADEIRO,2015,ACTIVO,RG,Agente Associativo - UA,1,60,10,30,42,10,0,,,,,,10,164.8,1,1,30,5,47107,100,,47169,100,,47238,96.43,,42729,86.67,,43504,57.14,,,,,,,,,,
b1,7279,A7279,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,49,C49,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,42,10,0,,,,,,10,128,1,2,30,5,43504,50,,47238,100,,47107,96.77,,42729,73.33,,47169,100,,,,,,,,,,
b1,7280,A7280,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,41,C41,VERDADEIRO,2015,ANULADO,RG,Ordinário,1,30,30,30,0,10,0,30,20/10/2015,Indeferida,12/02/2016,,10,142.2,1,2,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,7281,A7281,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,10,25/07/2015,Deferida,26/10/2015,1064,10,167.6,1,1,30,5,42502,86.84,,42729,78.57,,40431,94.74,,40436,96.55,,47166,52.27,,,,,,,,,,
b1,7282,A7282,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,60,10,0,10,07/08/2015,Deferida,25/01/2016,1444,10,148.6,1,4,10,5,42729,96.3,,47166,86.36,,40338,100,,40333,96.3,,43257,92.86,,,,,,,,,,
b1,7283,A7283,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,14,10,0,,,,,,10,159.8,1,2,30,5,42729,96.43,,40331,100,,40333,96.55,,43257,71.43,,47171,80.49,,,,,,,,,,
b1,7284,A7284,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,54,10,0,,,,,,10,149.8,1,2,30,5,40331,89.29,,42729,76.67,,43257,78.57,,40333,53.85,,47171,46.15,,,,,,,,,,
b1,7285,A7285,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,43,C43,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,132,1,2,30,5,42611,90,,44319,86.21,,42604,89.66,,45104,64.29,,42602,92.86,,,,,,,,,,
b1,7286,A7286,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,20,10,0,10,26/08/2015,Deferida,16/10/2015,1064,10,134.2,1,2,10,5,42729,83.33,,40331,100,,40333,84.62,,43257,85.71,,47171,82.05,,,,,,,,,,
b1,7287,A7287,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,28,10,0,,,,,,10,147,1,4,30,5,42729,96.67,,47166,73.81,,40338,100,,40333,92.31,,43257,96.67,,,,,,,,,,
b1,7288,A7288,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,60,10,0,30,03/03/2016,Indeferida,16/04/2016,,10,166,1,1,30,5,40338,100,,42729,85.19,,40333,74.07,,43257,86.21,,47166,50,,,,,,,,,,
b1,7289,A7289,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,62,C62,VERDADEIRO,2015,ACTIVO,TIT,Trabalhador Estudante,1,48,30,30,12,30,531.72,,,,,,,,,,30,3,43328,36.67,,47286,0,,40602,92.31,,,,,,,,,,,,,,,,
b1,7290,A7290,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,24,C24,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,29/09/2015,Deferida,26/10/2015,1064,30,114.6,1,1,10,5,42491,100,,47128,83.33,,42441,92.73,,42447,93.33,,47235,100,,,,,,,,,,
b1,7291,A7291,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,160.8,1,2,30,5,40436,100,,42729,75,,47166,20.45,,40431,89.47,,42502,81.58,,,,,,,,,,
b1,7292,A7292,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,19,C19,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,30,24/09/2015,Indeferida,09/02/2016,,10,128.4,1,1,10,5,42729,100,,43504,100,,47212,100,,41703,100,,42257,100,,,,,,,,,,
b1,7293,A7293,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,26,10,0,,,,,,10,144.4,1,1,10,5,40333,100,,43257,100,,42729,100,,47166,90.91,,40338,100,,,,,,,,,,
b1,7294,A7294,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,46,C46,VERDADEIRO,2015,ACTIVO,TIT,Trabalhador Estudante,1,60,10,30,54,10,0,,,,,,,,,,30,5,41101,74.07,,46679,100,,40093,100,,40116,86.67,,46678,100,,,,,,,,,,
b1,7295,A7295,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,60,10,0,,,,,,10,167.6,1,1,10,5,40338,100,,40333,100,,43257,100,,42729,100,,47166,100,,,,,,,,,,
b1,7296,A7296,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,40,C40,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,157.8,1,1,10,5,42602,100,,42611,85.71,,44243,93.1,,44540,100,,42607,93.75,,,,,,,,,,
b1,7297,A7297,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,22,10,0,30,29/09/2015,Indeferida,16/11/2015,,10,159.6,1,1,30,5,40333,21.43,,43257,89.66,,40338,80.77,,42729,83.33,,47166,42.86,,,,,,,,,,
b1,7298,A7298,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,38,10,0,10,27/08/2015,Deferida,16/11/2015,1139,10,141,1,1,30,5,40338,88.46,,42729,77.78,,40333,70.37,,43257,89.66,,47166,43.18,,,,,,,,,,
b1,7299,A7299,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,30/09/2015,Deferida,10/12/2015,1064,10,169,1,1,30,5,42502,89.47,,42729,100,,47166,79.55,,40431,94.12,,40436,100,,,,,,,,,,
b1,7300,A7300,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,12,30,886.22,,,,,,10,135.6,1,3,30,5,40308,96.43,,42782,61.54,,43501,97.44,,47035,100,,47266,97.37,,,,,,,,,,
b1,7301,A7301,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,39,C39,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,42,10,0,,,,,,10,135.5,1,1,10,5,41703,100,,42729,100,,47030,100,,42883,100,,42257,100,,,,,,,,,,
b1,7302,A7302,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,41,C41,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,28/09/2015,Deferida,16/10/2015,1064,10,143,1,2,30,5,44408,93.1,,42607,96.55,,45104,40,,44314,100,,42602,100,,,,,,,,,,
b1,7303,A7303,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,36,10,0,30,12/09/2015,Indeferida,17/12/2015,,10,138.4,1,1,30,5,40338,96.15,,47166,42.86,,40333,92.31,,43257,89.66,,42729,86.67,,,,,,,,,,
b1,7304,A7304,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,40,C40,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,30,08/09/2015,Indeferida,02/11/2015,,10,144.4,1,1,30,5,46843,92.86,,44540,100,,45104,80,,42611,92.86,,42602,95.83,,,,,,,,,,
b1,7305,A7305,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,26,10,0,,,,,,10,147,1,1,30,5,42729,92.59,,47166,50,,40333,77.78,,43257,93.33,,40338,100,,,,,,,,,,
b1,7306,A7306,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,10,0,,,,,,10,168.2,1,2,30,5,41201,87.8,,42607,89.66,,46844,91.3,,42602,88.89,,42611,70.37,,,,,,,,,,
b1,7307,A7307,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,24,10,0,,,,,,10,150.2,1,1,30,5,42729,75,,47166,25,,40436,79.31,,42502,78.95,,40431,85.71,,,,,,,,,,
b1,7308,A7308,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,34,10,0,,,,,,10,164,1,2,30,5,40338,96.15,,42729,88.89,,47166,36.36,,40333,70.37,,43257,86.21,,,,,,,,,,
b1,7309,A7309,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,60,10,0,,,,,,10,165,1,1,30,5,40338,88.46,,40333,88.89,,43257,89.66,,42729,88.89,,47166,72.73,,,,,,,,,,
b1,7310,A7310,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,40,C40,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,10,14/09/2015,Deferida,03/11/2015,1064,10,136.8,1,1,30,5,45104,46.67,,46843,71.43,,44540,100,,42602,87.5,,42611,78.57,,,,,,,,,,
b1,7311,A7311,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,24,10,0,,,,,,10,137,1,1,30,4,47166,40.48,,40333,100,,43257,80,,40338,84.62,,,,,,,,,,,,,
b1,7312,A7312,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,31,C31,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,175.4,1,1,10,5,43517,100,,42729,96.67,,42883,100,,47096,100,,41703,100,,,,,,,,,,
b1,7313,A7313,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,30/09/2015,Deferida,03/11/2015,1064,10,166.8,1,1,10,4,48138,97.62,,48137,96.3,,48140,93.33,,48139,100,,,,,,,,,,,,,
b1,7314,A7314,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,30,1063.47,30,25/09/2015,Indeferida,15/01/2016,,10,182.5,1,4,10,4,48139,100,,48137,95.83,,48140,100,,48138,97.44,,,,,,,,,,,,,
b1,7315,A7315,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,18,10,0,,,,,,10,149,1,1,30,5,42607,34.48,,46814,92.86,,41201,61.36,,42602,3.57,,42611,96.43,,,,,,,,,,
b1,7316,A7316,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,42,10,0,,,,,,10,170,1,1,30,5,40333,100,,43257,93.1,,40338,96.15,,42729,96.67,,47166,61.9,,,,,,,,,,
b1,7317,A7317,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,43,C43,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,36,10,0,,,,,,10,133,1,2,30,5,42611,83.33,,42602,82.14,,42604,72.41,,45104,42.86,,44319,86.21,,,,,,,,,,
b1,7318,A7318,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,33,C33,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,12,10,0,30,18/09/2015,Indeferida,25/01/2016,,30,115.5,1,6,30,5,43504,100,,47238,42.86,,42257,95,,42729,93.1,,47169,100,,,,,,,,,,
b1,7319,A7319,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,28,C28,VERDADEIRO,2015,ACTIVO,TIT-CET,Ordinário,1,60,30,30,0,10,0,,,,,,,,,,30,5,42729,3.57,,45737,84.62,,45797,100,,41208,100,,47268,86.11,,,,,,,,,,
b1,7320,A7320,,PORTUGAL,Sim,Não,,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ANULADO,RG,Ordinário,1,0,,0,0,10,0,10,30/09/2015,Deferida,26/10/2015,1064,10,173.5,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,7321,A7321,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,60,10,0,,,,,,10,174.8,1,1,10,5,40333,96.15,,43257,92.86,,47171,97.44,,42729,93.33,,40331,100,,,,,,,,,,
b1,7322,A7322,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,50,10,0,30,02/10/2015,Indeferida,02/11/2015,,10,141.5,1,1,10,4,48139,100,,48138,97.62,,48137,96.3,,48140,93.33,,,,,,,,,,,,,
b1,7323,A7323,,PORTUGAL,Sim,Não,,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ANULADO,RG,Ordinário,1,0,,0,0,10,0,,,,,,10,170.3,1,4,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,7324,A7324,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,14,10,0,10,19/09/2015,Deferida,07/10/2015,1064,10,135.8,1,2,30,5,42729,90,,40333,96.67,,43257,89.29,,47171,71.43,,40331,100,,,,,,,,,,
